id,mot,skill,knowl,auto,att,risk,affil,obj
12702,ideological,medium,medium,manual,opportunistic,medium,state,data
12703,ideological,medium,medium,manual,opportunistic,medium,state,availability
12704,ideological,medium,medium,manual,opportunistic,high,individual,ICS
12705,ideological,medium,medium,manual,opportunistic,high,individual,credentials
12706,ideological,medium,medium,manual,opportunistic,high,individual,data
12707,ideological,medium,medium,manual,opportunistic,high,individual,availability
12708,ideological,medium,medium,manual,opportunistic,high,crime,ICS
12709,ideological,medium,medium,manual,opportunistic,high,crime,credentials
12710,ideological,medium,medium,manual,opportunistic,high,crime,data
12711,ideological,medium,medium,manual,opportunistic,high,crime,availability
12712,ideological,medium,medium,manual,opportunistic,high,insider,ICS
12713,ideological,medium,medium,manual,opportunistic,high,insider,credentials
12714,ideological,medium,medium,manual,opportunistic,high,insider,data
12715,ideological,medium,medium,manual,opportunistic,high,insider,availability
12716,ideological,medium,medium,manual,opportunistic,high,state,ICS
12717,ideological,medium,medium,manual,opportunistic,high,state,credentials
12718,ideological,medium,medium,manual,opportunistic,high,state,data
12719,ideological,medium,medium,manual,opportunistic,high,state,availability
12720,ideological,medium,medium,manual,persistent,low,individual,ICS
12721,ideological,medium,medium,manual,persistent,low,individual,credentials
12722,ideological,medium,medium,manual,persistent,low,individual,data
12723,ideological,medium,medium,manual,persistent,low,individual,availability
12724,ideological,medium,medium,manual,persistent,low,crime,ICS
12725,ideological,medium,medium,manual,persistent,low,crime,credentials
12726,ideological,medium,medium,manual,persistent,low,crime,data
12727,ideological,medium,medium,manual,persistent,low,crime,availability
12728,ideological,medium,medium,manual,persistent,low,insider,ICS
12729,ideological,medium,medium,manual,persistent,low,insider,credentials
12730,ideological,medium,medium,manual,persistent,low,insider,data
12731,ideological,medium,medium,manual,persistent,low,insider,availability
12732,ideological,medium,medium,manual,persistent,low,state,ICS
12733,ideological,medium,medium,manual,persistent,low,state,credentials
12734,ideological,medium,medium,manual,persistent,low,state,data
12735,ideological,medium,medium,manual,persistent,low,state,availability
12736,ideological,medium,medium,manual,persistent,medium,individual,ICS
12737,ideological,medium,medium,manual,persistent,medium,individual,credentials
12738,ideological,medium,medium,manual,persistent,medium,individual,data
12739,ideological,medium,medium,manual,persistent,medium,individual,availability
12740,ideological,medium,medium,manual,persistent,medium,crime,ICS
12741,ideological,medium,medium,manual,persistent,medium,crime,credentials
12742,ideological,medium,medium,manual,persistent,medium,crime,data
12743,ideological,medium,medium,manual,persistent,medium,crime,availability
12744,ideological,medium,medium,manual,persistent,medium,insider,ICS
12745,ideological,medium,medium,manual,persistent,medium,insider,credentials
12746,ideological,medium,medium,manual,persistent,medium,insider,data
12747,ideological,medium,medium,manual,persistent,medium,insider,availability
12748,ideological,medium,medium,manual,persistent,medium,state,ICS
12749,ideological,medium,medium,manual,persistent,medium,state,credentials
12750,ideological,medium,medium,manual,persistent,medium,state,data
12751,ideological,medium,medium,manual,persistent,medium,state,availability
12752,ideological,medium,medium,manual,persistent,high,individual,ICS
12753,ideological,medium,medium,manual,persistent,high,individual,credentials
12754,ideological,medium,medium,manual,persistent,high,individual,data
12755,ideological,medium,medium,manual,persistent,high,individual,availability
12756,ideological,medium,medium,manual,persistent,high,crime,ICS
12757,ideological,medium,medium,manual,persistent,high,crime,credentials
12758,ideological,medium,medium,manual,persistent,high,crime,data
12759,ideological,medium,medium,manual,persistent,high,crime,availability
12760,ideological,medium,medium,manual,persistent,high,insider,ICS
12761,ideological,medium,medium,manual,persistent,high,insider,credentials
12762,ideological,medium,medium,manual,persistent,high,insider,data
12763,ideological,medium,medium,manual,persistent,high,insider,availability
12764,ideological,medium,medium,manual,persistent,high,state,ICS
12765,ideological,medium,medium,manual,persistent,high,state,credentials
12766,ideological,medium,medium,manual,persistent,high,state,data
12767,ideological,medium,medium,manual,persistent,high,state,availability
12768,ideological,medium,medium,manual,targeted,low,individual,ICS
12769,ideological,medium,medium,manual,targeted,low,individual,credentials
12770,ideological,medium,medium,manual,targeted,low,individual,data
12771,ideological,medium,medium,manual,targeted,low,individual,availability
12772,ideological,medium,medium,manual,targeted,low,crime,ICS
12773,ideological,medium,medium,manual,targeted,low,crime,credentials
12774,ideological,medium,medium,manual,targeted,low,crime,data
12775,ideological,medium,medium,manual,targeted,low,crime,availability
12776,ideological,medium,medium,manual,targeted,low,insider,ICS
12777,ideological,medium,medium,manual,targeted,low,insider,credentials
12778,ideological,medium,medium,manual,targeted,low,insider,data
12779,ideological,medium,medium,manual,targeted,low,insider,availability
12780,ideological,medium,medium,manual,targeted,low,state,ICS
12781,ideological,medium,medium,manual,targeted,low,state,credentials
12782,ideological,medium,medium,manual,targeted,low,state,data
12783,ideological,medium,medium,manual,targeted,low,state,availability
12784,ideological,medium,medium,manual,targeted,medium,individual,ICS
12785,ideological,medium,medium,manual,targeted,medium,individual,credentials
12786,ideological,medium,medium,manual,targeted,medium,individual,data
12787,ideological,medium,medium,manual,targeted,medium,individual,availability
12788,ideological,medium,medium,manual,targeted,medium,crime,ICS
12789,ideological,medium,medium,manual,targeted,medium,crime,credentials
12790,ideological,medium,medium,manual,targeted,medium,crime,data
12791,ideological,medium,medium,manual,targeted,medium,crime,availability
12792,ideological,medium,medium,manual,targeted,medium,insider,ICS
12793,ideological,medium,medium,manual,targeted,medium,insider,credentials
12794,ideological,medium,medium,manual,targeted,medium,insider,data
12795,ideological,medium,medium,manual,targeted,medium,insider,availability
12796,ideological,medium,medium,manual,targeted,medium,state,ICS
12797,ideological,medium,medium,manual,targeted,medium,state,credentials
12798,ideological,medium,medium,manual,targeted,medium,state,data
12799,ideological,medium,medium,manual,targeted,medium,state,availability
12800,ideological,medium,medium,manual,targeted,high,individual,ICS
12801,ideological,medium,medium,manual,targeted,high,individual,credentials
12802,ideological,medium,medium,manual,targeted,high,individual,data
12803,ideological,medium,medium,manual,targeted,high,individual,availability
12804,ideological,medium,medium,manual,targeted,high,crime,ICS
12805,ideological,medium,medium,manual,targeted,high,crime,credentials
12806,ideological,medium,medium,manual,targeted,high,crime,data
12807,ideological,medium,medium,manual,targeted,high,crime,availability
12808,ideological,medium,medium,manual,targeted,high,insider,ICS
12809,ideological,medium,medium,manual,targeted,high,insider,credentials
12810,ideological,medium,medium,manual,targeted,high,insider,data
12811,ideological,medium,medium,manual,targeted,high,insider,availability
12812,ideological,medium,medium,manual,targeted,high,state,ICS
12813,ideological,medium,medium,manual,targeted,high,state,credentials
12814,ideological,medium,medium,manual,targeted,high,state,data
12815,ideological,medium,medium,manual,targeted,high,state,availability
12816,ideological,medium,medium,manual,destructive,low,individual,ICS
12817,ideological,medium,medium,manual,destructive,low,individual,credentials
12818,ideological,medium,medium,manual,destructive,low,individual,data
12819,ideological,medium,medium,manual,destructive,low,individual,availability
12820,ideological,medium,medium,manual,destructive,low,crime,ICS
12821,ideological,medium,medium,manual,destructive,low,crime,credentials
12822,ideological,medium,medium,manual,destructive,low,crime,data
12823,ideological,medium,medium,manual,destructive,low,crime,availability
12824,ideological,medium,medium,manual,destructive,low,insider,ICS
12825,ideological,medium,medium,manual,destructive,low,insider,credentials
12826,ideological,medium,medium,manual,destructive,low,insider,data
12827,ideological,medium,medium,manual,destructive,low,insider,availability
12828,ideological,medium,medium,manual,destructive,low,state,ICS
12829,ideological,medium,medium,manual,destructive,low,state,credentials
12830,ideological,medium,medium,manual,destructive,low,state,data
12831,ideological,medium,medium,manual,destructive,low,state,availability
12832,ideological,medium,medium,manual,destructive,medium,individual,ICS
12833,ideological,medium,medium,manual,destructive,medium,individual,credentials
12834,ideological,medium,medium,manual,destructive,medium,individual,data
12835,ideological,medium,medium,manual,destructive,medium,individual,availability
12836,ideological,medium,medium,manual,destructive,medium,crime,ICS
12837,ideological,medium,medium,manual,destructive,medium,crime,credentials
12838,ideological,medium,medium,manual,destructive,medium,crime,data
12839,ideological,medium,medium,manual,destructive,medium,crime,availability
12840,ideological,medium,medium,manual,destructive,medium,insider,ICS
12841,ideological,medium,medium,manual,destructive,medium,insider,credentials
12842,ideological,medium,medium,manual,destructive,medium,insider,data
12843,ideological,medium,medium,manual,destructive,medium,insider,availability
12844,ideological,medium,medium,manual,destructive,medium,state,ICS
12845,ideological,medium,medium,manual,destructive,medium,state,credentials
12846,ideological,medium,medium,manual,destructive,medium,state,data
12847,ideological,medium,medium,manual,destructive,medium,state,availability
12848,ideological,medium,medium,manual,destructive,high,individual,ICS
12849,ideological,medium,medium,manual,destructive,high,individual,credentials
12850,ideological,medium,medium,manual,destructive,high,individual,data
12851,ideological,medium,medium,manual,destructive,high,individual,availability
12852,ideological,medium,medium,manual,destructive,high,crime,ICS
12853,ideological,medium,medium,manual,destructive,high,crime,credentials
12854,ideological,medium,medium,manual,destructive,high,crime,data
12855,ideological,medium,medium,manual,destructive,high,crime,availability
12856,ideological,medium,medium,manual,destructive,high,insider,ICS
